,District,Rooms,Price
13532,Bayraklı / Soğukkuyu,4+1,39.000 TL
13533,Bayraklı,2+1,38.000 TL
13534,Bornova / Kazımdirik,1+1,38.000 TL
13535,Karabağlar / Fahrettinaltay,3+1,38.000 TL
13536,Karşıyaka / Nergiz,2+1,37.500 TL
13537,Konak / Küçükyalı,3+1,38.000 TL
13538,Bornova / Altındağ,2+1,39.500 TL
13539,Buca,1+1,37.500 TL
13540,Karşıyaka / Denizbostanlısı,1+1,38.000 TL
13541,Seferihisar / Doğanbey,3+1,38.000 TL
13542,Balçova,1+1,39.500 TL
13543,Bayraklı,1+1,38.000 TL
13544,Konak / Küçükyalı,3+1,38.000 TL
13545,Karşıyaka,3+1,38.500 TL
13546,Tire,3+1,39.000 TL
13547,Menemen / Ulukent,2+1,38.000 TL
13548,Konak,3+1,38.000 TL
13549,Menderes,2+1,38.000 TL
13550,Bayraklı / Soğukkuyu,3+1,38.000 TL
13551,Bayraklı,3+1,38.000 TL
13552,Karşıyaka / Yalı,1+1,39.000 TL
13553,Foça / Eskifoça,3+1,38.500 TL
13554,Bornova / Kazımdirik,2+1,39.500 TL
13555,Menemen,3+1,38.000 TL
13556,Bornova / Çamdibi,1+1,38.000 TL
13557,Aliağa,3+1,39.000 TL
13558,Bayraklı,3+1,38.000 TL
13559,Urla,2+1,38.000 TL
13560,Konak / Kahramanlar,1+1,38.000 TL
13561,Karabağlar / Fahrettinaltay,2+1,37.500 TL
13562,Karabağlar / Fahrettinaltay,3+1,38.000 TL
13563,Tire,4+1,39.000 TL
13564,Karşıyaka / Yalı,1+1,39.000 TL
13565,Karşıyaka / Denizbostanlısı,1+1,37.750 TL
13566,Konak / Yenişehir,Stüdyo (1+0),38.000 TL
13567,Karşıyaka / Yalı,3+1,38.000 TL
13568,Bornova / Kazımdirik,1+1,38.000 TL
13569,Karabağlar / Hatay,2+1,38.000 TL
13570,Urla / Köyler,2+1,37.500 TL
13571,Karşıyaka / Nergiz,2+1,39.000 TL
13572,Karşıyaka / İmbatlı,2+1,37.500 TL
13573,Karşıyaka / Alaybey,2+1,39.000 TL
13574,Çiğli / Balatçık,1+1,39.000 TL
13575,Seferihisar,2+1,38.000 TL
13576,Konak / Güzelyalı,2+1,38.000 TL
13577,Menderes,3+1,39.000 TL
13578,Çeşme,2+1,38.000 TL
13579,Bornova,2+1,38.000 TL
13580,Karşıyaka / Denizbostanlısı,1+1,39.000 TL
13581,Konak / Güzelyalı,2+1,39.000 TL
13582,Konak / Güzelyalı,3+1,38.000 TL
13583,Karabağlar / Hatay,3+1,38.000 TL
13584,Karabağlar / Hatay,3+1,38.000 TL
13585,Gaziemir,2+1,38.500 TL
13586,Urla,2+1,38.500 TL
13587,Bayraklı / Soğukkuyu,4+1,39.000 TL
13588,Bornova,3+1,38.000 TL
13589,Karşıyaka / Yalı,3+1,39.000 TL
13590,Bornova,1+1,39.000 TL
13591,Çiğli / Balatçık,2+1,38.000 TL
13592,Seferihisar,3+1,38.000 TL
13593,Karşıyaka / Denizbostanlısı,3+1,38.000 TL
13594,Karşıyaka / Alaybey,2+1,38.000 TL
13595,Konak / Yenişehir,Stüdyo (1+0),38.000 TL
13596,Bornova / Kazımdirik,1+1,39.500 TL
13597,Karabağlar / Hatay,3+1,38.000 TL
13598,Karşıyaka / Yalı,1+1,39.500 TL
13599,Karşıyaka / Yalı,1+1,38.000 TL
13600,Karşıyaka / Yalı,1+1,39.000 TL
13601,Buca,3+1,38.250 TL
13602,Konak / Kahramanlar,1+1,39.750 TL
13603,Çeşme,2+1,38.000 TL
13604,Foça / Yenifoça,2+1,37.500 TL
13605,Balçova,1+1,37.500 TL
13606,Bornova / Kazımdirik,1+1,39.000 TL
13607,Balçova,2+1,39.000 TL
13608,Bornova / Naldöken,1+1,39.000 TL
13609,Bornova / Kazımdirik,1+1,38.000 TL
13610,Torbalı,3+1,38.000 TL
13611,Konak / Alsancak,1+1,38.000 TL
13612,Bornova / Altındağ,3+1,38.000 TL
13613,Urla,2+1,39.000 TL
13614,Konak / Alsancak,3+1,39.950 TL
13615,Karşıyaka,2+1,38.000 TL
13616,Güzelbahçe / Yelki,3+1,39.000 TL
13617,Bornova,1+1,38.500 TL
13618,Konak / Yenişehir,1+1,38.500 TL
13619,Menderes / Görece,2+1,38.000 TL
13620,Gaziemir,2+1,38.000 TL
13621,Urla / Çeşmealtı,1+1,38.000 TL
13622,Seferihisar,2+1,38.500 TL
13623,Konak / Yenişehir,1+1,38.000 TL
13624,Bornova / Kazımdirik,2+1,38.000 TL
13625,Bornova / Atatürk,3+1,37.500 TL
13626,Karşıyaka / Nergiz,2+1,39.000 TL
13627,Karşıyaka / Yalı,1+1,39.500 TL
13628,Karşıyaka,3+1,38.500 TL
13629,Karabağlar / Fahrettinaltay,3+1,38.000 TL
13630,Karşıyaka / Denizbostanlısı,3+1,39.000 TL
13631,Karşıyaka / Nergiz,2+1,38.000 TL
13632,Bayraklı / Alpaslan,3+1,38.000 TL
13633,Balçova,2+1,38.000 TL
13634,Karabağlar / Yeşilyurt,3+1,39.000 TL
13635,Karşıyaka,3+1,39.500 TL
13636,Karşıyaka / Nergiz,3+1,38.000 TL
13637,Balçova,3+1,37.500 TL
13638,Konak / Alsancak,2+1,38.200 TL
13639,Balçova,3+1,38.000 TL
13640,Buca,3+1,38.000 TL
13641,Balçova,3+1,38.000 TL
13642,Menemen / Ulukent,2+1,38.000 TL
13643,Karşıyaka / Nergiz,3+1,39.000 TL
13644,Urla,2+1,37.500 TL
13645,Karşıyaka / Denizbostanlısı,3+1,38.000 TL
13646,Menemen / Ulukent,3+1,39.000 TL
13647,Karşıyaka / Yalı,2+1,39.000 TL
13648,Bornova / Işıkkent,1+1,39.500 TL
13649,Gaziemir,3+1,39.000 TL
13650,Karşıyaka / Nergiz,3+1,37.500 TL
13651,Karşıyaka / Denizbostanlısı,1+1,38.000 TL
13652,Karşıyaka,3+1,39.000 TL
13653,Narlıdere,2+1,39.500 TL
13654,Karşıyaka / Denizbostanlısı,3+1,39.000 TL
13655,Çeşme,2+1,38.000 TL
13656,Karşıyaka / Yalı,1+1,38.000 TL
13657,Menemen / Ulukent,3+1,39.000 TL
13658,Konak / Kahramanlar,1+1,38.000 TL
13659,Buca,3+1,39.000 TL
13660,Seferihisar,3+1,38.000 TL
13661,Bayraklı,1+1,38.000 TL
13662,Karşıyaka / Yalı,2+1,38.000 TL
13663,Bornova,3+1,38.000 TL
13664,Karşıyaka / İmbatlı,3+1,38.000 TL
13665,Çeşme,2+1,37.500 TL
13666,Balçova,2+1,37.500 TL
13667,Gaziemir,3+1,38.000 TL
13668,Menemen,3+1,38.000 TL
13669,Bornova / Altındağ,2+1,37.500 TL
13670,Gaziemir,2+1,38.000 TL
13671,Narlıdere,2+1,37.500 TL
13672,Aliağa,2+1,38.000 TL
13673,Karabağlar / Yeşilyurt,3+1,38.000 TL
13674,Bornova,3+1,39.000 TL
13675,Karabağlar / Fahrettinaltay,2+1,37.500 TL
13676,Karabağlar / Hatay,2+1,37.999 TL
13677,Bayraklı / Manavkuyu,3+1,39.750 TL
13678,Konak / Alsancak,1+1,39.000 TL
13679,Karşıyaka / Denizbostanlısı,3+1,38.000 TL
13680,Bornova / Kazımdirik,1+1,38.000 TL
13681,Menderes,3+1,38.000 TL
13682,Konak / Alsancak,2+1,39.200 TL
13683,Karşıyaka,1+1,39.500 TL
13684,Karşıyaka / Nergiz,3+1,39.000 TL
13685,Çiğli / Ataşehir,3+1,38.000 TL
13686,Karabağlar / Fahrettinaltay,3+1,38.000 TL
13687,Bornova / Atatürk,3+1,38.000 TL
13688,Çeşme,1+1,37.500 TL
13689,Karabağlar / Hatay,2+1,38.000 TL
13690,Bornova / Kazımdirik,1+1,37.500 TL
13691,Bornova / Kazımdirik,1+1,38.500 TL
13692,Bayraklı / Alpaslan,2+1,38.000 TL
13693,Karabağlar / Hatay,3+1,38.000 TL
13694,Foça / Bağarası,3+1,39.000 TL
13695,Bayraklı / Soğukkuyu,3+1,38.000 TL
13696,Karşıyaka / Nergiz,2+1,39.000 TL
13697,Bayraklı / Soğukkuyu,3+1,38.000 TL
13698,Çiğli / Ataşehir,1+1,38.000 TL
13699,Seferihisar / Köyler,4+1,38.000 TL
13700,Karabağlar / Hatay,2+1,37.500 TL
13701,Bayraklı,3+1,39.000 TL
13702,Buca / Şirinyer,2+1,39.000 TL
13703,Karabağlar / Kibar,3+1,39.500 TL
13704,Konak / Yenişehir,Stüdyo (1+0),37.500 TL
13705,Konak / Alsancak,2+1,38.000 TL
13706,Konak / Güzelyalı,2+1,38.500 TL
13707,Karşıyaka / Denizbostanlısı,3+1,39.000 TL
13708,Karabağlar / Yeşilyurt,3+1,37.500 TL
13709,Balçova,3+1,37.500 TL
13710,Karşıyaka,2+1,38.500 TL
13711,Çiğli / Ataşehir,1+1,38.000 TL
13712,Karşıyaka / Nergiz,3+1,38.000 TL
13713,Narlıdere,1+1,38.000 TL
13714,Torbalı,3+1,39.000 TL
13715,Karşıyaka / Denizbostanlısı,3+1,38.000 TL
13716,Karabağlar / Hatay,3+1,37.500 TL
13717,Bornova / Naldöken,2+1,38.000 TL
13718,Bornova / Kazımdirik,2+1,38.000 TL
13719,Karabağlar,3+1,38.000 TL
13720,Karşıyaka / Nergiz,3+1,38.000 TL
13721,Bornova / Kazımdirik,2+1,38.000 TL
13722,Karabağlar / Kibar,3+1,39.500 TL
13723,Karşıyaka,2+1,38.000 TL
13724,Konak / Küçükyalı,3+1,37.500 TL
13725,Karşıyaka / Alaybey,3+1,39.500 TL
13726,Bornova / Kazımdirik,1+1,39.000 TL
13727,Karşıyaka / Denizbostanlısı,1+1,38.000 TL
13728,Konak / Güzelyalı,3+1,37.500 TL
13729,Balçova,3+1,38.000 TL
13730,Çiğli / Ataşehir,2+1,38.500 TL
13731,Urla,2+1,39.000 TL
13732,Karşıyaka,3+1,38.000 TL
13733,Menderes,3+1,38.000 TL
13734,Bornova / Kazımdirik,2+1,38.500 TL
13735,Bornova / Kazımdirik,1+1,37.500 TL
13736,Karabağlar / Yeşilyurt,3+1,38.000 TL
13737,Bornova / Kazımdirik,1+1,38.000 TL
13738,Karşıyaka / Yalı,3+1,39.000 TL
13739,Karabağlar / Kibar,2+1,38.500 TL
13740,Bornova / Kazımdirik,1+1,38.500 TL
13741,Menemen / Ulukent,2+1,38.000 TL
13742,Gaziemir,2+1,38.000 TL
13743,Bayraklı,1+1,39.000 TL
13744,Konak / Küçükyalı,4+1,38.000 TL
13745,Karşıyaka / İmbatlı,3+1,39.000 TL
13746,Karabağlar / Hatay,3+1,38.000 TL
13747,Konak / Alsancak,3+1,38.000 TL
13748,Dikili / Çandarlı,3+1,38.000 TL
13749,Konak / Alsancak,2+1,38.000 TL
13750,Bornova / Kazımdirik,1+1,38.000 TL
13751,Karabağlar / Fahrettinaltay,3+1,38.000 TL
13752,Çiğli / Balatçık,3+1,38.000 TL
13753,Çeşme / Alaçatı,2.5+1,38.500 TL
13754,Karabağlar / Yeşilyurt,3+1,38.000 TL
13755,Bornova / Kazımdirik,1+1,38.500 TL
13756,Karşıyaka / Nergiz,2.5+1,39.000 TL
13757,Balçova,2+1,38.000 TL
13758,Seferihisar,4+1,38.000 TL
13759,Seferihisar,3+1,39.000 TL
13760,Balçova,2+1,37.500 TL
13761,Karşıyaka / Yalı,Stüdyo (1+0),39.500 TL
13762,Narlıdere,3+1,38.000 TL
13763,Bayraklı / Alpaslan,3+1,37.500 TL
13764,Konak / Alsancak,1.5+1,37.950 TL
13765,Karşıyaka / Cumhuriyet,3+1,39.000 TL
13766,Karşıyaka / Alaybey,3+1,39.000 TL
13767,Karabağlar / Hatay,3+1,37.500 TL
13768,Karşıyaka / İmbatlı,2+1,39.500 TL
13769,Tire,4+1,39.000 TL
13770,Karabağlar / Fahrettinaltay,2+1,38.000 TL
13771,Bornova / Kazımdirik,2+1,39.000 TL
13772,Bayraklı,2+1,38.000 TL
13773,Karşıyaka / Nergiz,2+1,38.000 TL
13774,Gaziemir,2+1,38.000 TL
13775,Karşıyaka / Cumhuriyet,2.5+1,39.000 TL
13776,Bornova / Kazımdirik,1+1,38.000 TL
13777,Karşıyaka,2+1,38.000 TL
13778,Bornova / Kazımdirik,1+1,38.000 TL
13779,Balçova,1+1,38.000 TL
13780,Konak / Güzelyalı,3+1,39.000 TL
13781,Çiğli / Ataşehir,1+1,38.000 TL
13782,Bayraklı,3+1,38.000 TL
13783,Gaziemir,2+1,38.000 TL
13784,Bornova / Kazımdirik,3+1,39.000 TL
13785,Karşıyaka,3+1,38.000 TL
13786,Karşıyaka,3+1,39.000 TL
13787,Buca,3+1,38.000 TL
13788,Bornova / Atatürk,3+1,38.000 TL
13789,Menderes,3+1,37.500 TL
13790,Karşıyaka / Nergiz,3+1,39.750 TL
13791,Karşıyaka / Alaybey,3+1,39.999 TL
13792,Aliağa,2+1,37.500 TL
13793,Balçova,3+1,38.000 TL
13794,Buca,3+1,39.000 TL
13795,Karşıyaka / Denizbostanlısı,3+1,38.000 TL
13796,Balçova,3+1,37.500 TL
13797,Konak / Küçükyalı,3+1,38.000 TL
13798,Bayraklı,3+1,39.000 TL
13799,Foça / Eskifoça,1+1,38.000 TL
13800,Foça / Bağarası,3+1,38.500 TL
13801,Balçova,3+1,39.000 TL
13802,Konak / Küçükyalı,3+1,38.000 TL
13803,Konak / Güzelyalı,3+1,38.000 TL
13804,Bornova / Kazımdirik,1+1,38.000 TL
13805,Bornova / Altındağ,1+1,38.000 TL
13806,Bornova / Atatürk,3+1,38.000 TL
13807,Menderes / Özdere,3+1,38.000 TL
13808,Bornova / Naldöken,3+1,38.000 TL
13809,Buca / Şirinyer,3+1,37.500 TL
13810,Konak / Küçükyalı,3+1,38.000 TL
13811,Bayraklı,3+1,38.000 TL
13812,Bayraklı,3+1,38.000 TL
13813,Bornova / Kazımdirik,1+1,38.000 TL
13814,Karşıyaka / Nergiz,2+1,38.000 TL
13815,Karabağlar / Hatay,2+1,38.500 TL
13816,Balçova,1+1,38.000 TL
13817,Bayraklı / Soğukkuyu,3+1,39.000 TL
13818,Balçova,3+1,38.000 TL
13819,Karşıyaka / Yalı,1+1,38.000 TL
13820,Gaziemir,3+1,39.000 TL
13821,Menderes,2+1,38.000 TL
13822,Karşıyaka / İmbatlı,3+1,37.500 TL
13823,Balçova,3+1,38.000 TL
13824,Bornova,1+1,37.500 TL
13825,Bornova / Kazımdirik,1+1,37.900 TL
13826,Urla,2+1,39.000 TL
13827,Karşıyaka / Nergiz,3+1,38.000 TL
13828,Karşıyaka / Nergiz,3+1,39.000 TL
13829,Narlıdere,3+1,38.000 TL
13830,Karabağlar / Fahrettinaltay,3+1,38.000 TL
13831,Karşıyaka / Yalı,2+1,37.500 TL
13832,Karşıyaka / Nergiz,3+1,39.000 TL
13833,Konak / Alsancak,1+1,38.000 TL
13834,Bornova / Naldöken,3+1,39.500 TL
13835,Karabağlar / Hatay,3+1,39.000 TL
13836,Karşıyaka / Denizbostanlısı,2+1,38.000 TL
13837,Bornova / Naldöken,3+1,39.000 TL
13838,Seferihisar,3+1,39.000 TL
13839,Karşıyaka / Yalı,2+1,37.500 TL
13840,Çeşme,2+1,38.000 TL
13841,Narlıdere,1+1,37.500 TL
13842,Balçova,3+1,39.500 TL
13843,Karşıyaka / Yalı,1+1,38.000 TL
13844,Karşıyaka / Alaybey,3+1,38.000 TL
13845,Çeşme,1+1,38.000 TL
13846,Bornova / Kazımdirik,1+1,38.000 TL
13847,Karşıyaka / Yalı,3+1,39.000 TL
13848,Bornova / Kazımdirik,1+1,39.000 TL
13849,Buca / Şirinyer,3+1,39.000 TL
13850,Bornova / Kazımdirik,1+1,38.000 TL
13851,Bornova / Kazımdirik,1+1,38.000 TL
13852,Menemen / Ulukent,2+1,38.000 TL
13853,Konak / Küçükyalı,3+1,39.000 TL
13854,Buca,3+1,39.000 TL
13855,Konak / Küçükyalı,3+1,39.000 TL
13856,Bayraklı / Gümüşpala,3+1,37.500 TL
13857,Gaziemir,2+1,40.000 TL
13858,Konak / Yenişehir,1+1,43.000 TL
13859,Balçova,3+1,40.000 TL
13860,Bornova / Işıkkent,2+1,41.000 TL
13861,Balçova,3+1,40.000 TL
13862,Bayraklı / Gümüşpala,3+1,40.000 TL
13863,Bornova / Kazımdirik,2+1,40.000 TL
13864,Karşıyaka / Denizbostanlısı,2+1,43.000 TL
13865,Çiğli / Ataşehir,1+1,40.000 TL
13866,Karşıyaka / İmbatlı,2+1,41.900 TL
13867,Konak,2+1,43.500 TL
13868,Karşıyaka / Nergiz,3+1,40.000 TL
13869,Balçova,2+1,43.500 TL
13870,Bornova / Altındağ,1+1,43.000 TL
13871,Çiğli / Büyükçiğli,2+1,40.000 TL
13872,Karşıyaka / Nergiz,3+1,40.000 TL
13873,Konak / Güzelyalı,2+1,42.000 TL
13874,Karşıyaka / Denizbostanlısı,3+1,43.000 TL
13875,Balçova,3+1,40.000 TL
13876,Karabağlar / Hatay,3+1,40.000 TL
13877,Konak / Yenişehir,1+1,40.000 TL
13878,Karşıyaka,2+1,43.000 TL
13879,Karşıyaka / Denizbostanlısı,2+1,41.000 TL
13880,Gaziemir,3+1,40.000 TL
13881,Karabağlar / Fahrettinaltay,3+1,40.000 TL
13882,Karşıyaka / Yalı,2+1,41.500 TL
13883,Karabağlar / Hatay,3+1,43.000 TL
13884,Menemen / Koyundere,4+2,40.000 TL
13885,Seferihisar,3+1,40.000 TL
13886,Karşıyaka / Denizbostanlısı,2+1,40.000 TL
13887,Menderes,3+1,41.000 TL
13888,Buca,1+1,42.500 TL
13889,Karabağlar / Yeşilyurt,3+1,40.000 TL
13890,Balçova,4+1,40.000 TL
13891,Karabağlar,2+1,40.000 TL
13892,Gaziemir,3+1,40.000 TL
13893,Bornova / Kazımdirik,1+1,40.000 TL
13894,Bornova / Naldöken,3+1,40.000 TL
13895,Balçova,3+1,40.000 TL
13896,Karşıyaka / Denizbostanlısı,1+1,41.500 TL
13897,Karabağlar / Günaltay,3+1,40.000 TL
13898,Foça / Gerenköy,3+1,40.000 TL
13899,Balçova,2+1,40.000 TL
13900,Buca / İşçievleri,3+1,42.000 TL
13901,Çeşme,2.5+1,40.000 TL
13902,Konak / Kahramanlar,3+1,40.000 TL
13903,Bayraklı,3+1,42.000 TL
13904,Karşıyaka,2+1,42.500 TL
13905,Karşıyaka / Nergiz,3+1,44.000 TL
13906,Karşıyaka,3+1,40.000 TL
13907,Seferihisar / Doğanbey,4+1,43.000 TL
13908,Narlıdere,3+1,43.500 TL
13909,Karabağlar / Hatay,4+1,40.000 TL
13910,Çiğli / Ataşehir,2+1,42.000 TL
13911,Bornova / Kazımdirik,1+1,41.500 TL
13912,Karşıyaka / Nergiz,2+1,40.000 TL
13913,Karşıyaka / Denizbostanlısı,2+1,43.500 TL
13914,Karabağlar,3+1,40.000 TL
13915,Torbalı / Ayrancılar,3+1,40.000 TL
13916,Urla,1+1,40.000 TL
13917,Foça / Yenifoça,3+1,40.000 TL
13918,Aliağa,3+1,40.000 TL
13919,Konak,3+1,40.000 TL
13920,Urla,1+1,40.000 TL
13921,Bornova / Kazımdirik,1+1,43.000 TL
13922,Bayraklı / Alpaslan,3+1,40.000 TL
13923,Çeşme,1+1,40.000 TL
13924,Balçova,1+1,40.000 TL
13925,Konak / Güzelyalı,2+1,43.000 TL
13926,Buca / İşçievleri,2+1,40.000 TL
13927,Menderes,3+1,42.000 TL
13928,Bayraklı / Alpaslan,2+1,40.500 TL
13929,Gaziemir,2+1,40.000 TL
13930,Çeşme,1+1,40.000 TL
13931,Menemen / Ulukent,1+1,43.000 TL
13932,Bornova / Kazımdirik,2+1,43.000 TL
13933,Konak,3+1,40.000 TL
13934,Menemen,3+1,44.000 TL
13935,Menemen,2+1,40.000 TL
13936,Bayraklı,3+1,40.000 TL
13937,Bornova / Kazımdirik,2+1,43.000 TL
13938,Konak,2+1,40.000 TL
13939,Bornova / Kazımdirik,2+1,43.000 TL
13940,Bornova / Altındağ,3+1,40.000 TL
13941,Urla / Çeşmealtı,1+1,40.000 TL
13942,Narlıdere,3+1,42.000 TL
13943,Seferihisar,3+1,40.000 TL
13944,Bornova / Kazımdirik,3+1,42.000 TL
13945,Dikili / Köyler,3+1,40.000 TL
13946,Konak / Kahramanlar,1+1,42.500 TL
13947,Karşıyaka,2+1,40.000 TL
13948,Karşıyaka / Yalı,1+1,40.000 TL
13949,Buca,3+1,40.000 TL
13950,Bayraklı / Alpaslan,3+1,42.000 TL
13951,Karşıyaka / Yalı,1+1,40.000 TL
13952,Karabağlar / Fahrettinaltay,2+1,40.000 TL
13953,Bornova,3+1,40.000 TL
13954,Bornova / Kazımdirik,3+1,40.000 TL
13955,Güzelbahçe / Yelki,3+1,42.000 TL
13956,Karşıyaka / Yalı,3+1,42.000 TL
13957,Bornova / Kazımdirik,1+1,40.000 TL
13958,Karşıyaka / İmbatlı,2+1,40.000 TL
13959,Karşıyaka / İmbatlı,2+1,40.000 TL
13960,Bayraklı,2+1,40.000 TL
13961,Bayraklı,3+1,40.000 TL
13962,Bayraklı,3+1,43.000 TL
13963,Bornova / Naldöken,3+1,42.500 TL
13964,Kemalpaşa / Ulucak,3+1,42.000 TL
13965,Torbalı / Yazıbaşı,2+1,40.000 TL
13966,Bornova / Naldöken,3+1,42.000 TL
13967,Bergama,3+1,42.500 TL
13968,Narlıdere,3+1,40.000 TL
13969,Karşıyaka / Denizbostanlısı,1+1,40.500 TL
13970,Kemalpaşa / Ulucak,3+1,40.000 TL
13971,Bornova / Atatürk,1+1,42.000 TL
13972,Karşıyaka / Denizbostanlısı,1+1,42.000 TL
13973,Bayraklı,3+1,43.000 TL
13974,Bornova,2+1,40.000 TL
13975,Balçova,2+1,40.000 TL
13976,Buca,2+1,40.000 TL
13977,Karşıyaka / Alaybey,3+1,40.000 TL
13978,Karşıyaka,2+1,41.900 TL
13979,Bornova / Kazımdirik,3+1,43.000 TL
13980,Aliağa,4+1,40.000 TL
13981,Çeşme,1+1,40.000 TL
13982,Konak / Alsancak,3+1,40.000 TL
13983,Güzelbahçe,3+1,40.500 TL
13984,Bornova / Kazımdirik,1+1,40.000 TL
13985,Çiğli / Ataşehir,2+1,42.000 TL
13986,Bornova / Kazımdirik,1+1,40.000 TL
13987,Urla,3+1,40.000 TL
13988,Gaziemir / Sarnıç,2+1,42.000 TL
13989,Seferihisar,2+1,40.000 TL
13990,Gaziemir,3+1,40.000 TL
13991,Karşıyaka / Yalı,1+1,42.500 TL
13992,Menderes,3+1,40.000 TL
13993,Konak / Alsancak,2+1,40.000 TL
13994,Foça / Eskifoça,2+1,42.000 TL
13995,Konak / Alsancak,1+1,40.000 TL
13996,Bornova / Atatürk,4+1,40.000 TL
13997,Konak / Alsancak,3+1,40.000 TL
13998,Bayraklı,2+1,44.000 TL
13999,Balçova,3+1,40.000 TL
14000,Foça / Eskifoça,2+1,40.000 TL
14001,Konak / Küçükyalı,3+1,40.000 TL
14002,Karşıyaka,2+1,40.000 TL
14003,Menemen / Ulukent,2+1,40.000 TL
14004,Bornova / Altındağ,3+1,40.000 TL
14005,Bayraklı,2+1,40.000 TL
14006,Bornova / Altındağ,1+1,43.000 TL
14007,Bayraklı,3+1,40.000 TL
14008,Çeşme,2+1,40.000 TL
14009,Karşıyaka / Nergiz,3+1,44.000 TL
14010,Bornova,2+1,40.000 TL
14011,Gaziemir,2+1,40.000 TL
14012,Urla,2+1,40.000 TL
14013,Karşıyaka / Denizbostanlısı,3+1,41.000 TL
14014,Menderes / Özdere,2+1,40.000 TL
14015,Menemen / Koyundere,3+1,40.000 TL
14016,Foça / Eskifoça,3+1,40.000 TL
14017,Karabağlar / Fahrettinaltay,4+1,40.000 TL
14018,Narlıdere,3+1,40.000 TL
14019,Karşıyaka / Alaybey,3+1,42.000 TL
14020,Seferihisar,3+1,41.500 TL
14021,Balçova,1+1,41.000 TL
14022,Karabağlar / Fahrettinaltay,4+1,40.000 TL
14023,Buca / Şirinyer,3+1,40.000 TL
14024,Karşıyaka / Nergiz,3+1,40.000 TL
14025,Menemen,4+1,40.000 TL
14026,Konak / Güzelyalı,3+1,40.000 TL
14027,Konak / Güzelyalı,2+1,40.000 TL
14028,Bornova / Kazımdirik,2+1,43.000 TL
14029,Bornova / Kazımdirik,1+1,40.000 TL
14030,Konak / Yenişehir,1+1,42.000 TL
14031,Çeşme,3+1,41.000 TL
14032,Bornova / Kazımdirik,3+1,40.000 TL
14033,Konak / Güzelyalı,1+1,40.000 TL
14034,Bornova / Işıkkent,1+1,43.000 TL
14035,Seferihisar,3+1,40.000 TL
14036,Çiğli / Balatçık,3+1,43.000 TL
14037,Konak / Alsancak,2+1,43.000 TL
14038,Menderes,3+1,40.000 TL
14039,Menderes,3+1,42.000 TL
14040,Konak / Güzelyalı,3+1,41.000 TL
14041,Karabağlar / Fahrettinaltay,2+1,40.000 TL
14042,Konak / Basmane,2+1,40.000 TL
14043,Karşıyaka,2+1,42.000 TL
14044,Çiğli / Ataşehir,3+1,42.000 TL
14045,Çeşme,1+1,40.000 TL
14046,Buca,2+1,40.000 TL
14047,Bayraklı,4+1,43.000 TL
14048,Aliağa,4+1,40.000 TL
14049,Karabağlar / Fahrettinaltay,3+1,42.000 TL
14050,Karşıyaka / İmbatlı,3+1,42.000 TL
14051,Karşıyaka,3+1,43.000 TL
14052,Konak / Alsancak,3+1,40.000 TL
14053,Güzelbahçe / Yelki,3+1,42.500 TL
14054,Karşıyaka / Nergiz,3+1,43.000 TL
14055,Aliağa,3+1,40.000 TL
14056,Gaziemir,3+1,43.000 TL
14057,Bornova / Naldöken,3+1,42.000 TL
14058,Urla,3+1,40.000 TL
14059,Çeşme,2+1,40.000 TL
14060,Çeşme,2+1,40.000 TL
14061,Bornova / Altındağ,2+1,40.000 TL
14062,Karşıyaka / Nergiz,3+1,40.000 TL
14063,Seferihisar,4+1,40.000 TL
14064,Çeşme,2+1,40.000 TL
14065,Bornova / Çamdibi,2+1,43.000 TL
14066,Konak / Alsancak,3+1,40.000 TL
14067,Bayraklı,3+1,40.000 TL
14068,Foça / Eskifoça,3+1,43.000 TL
14069,Güzelbahçe / Yelki,2+1,40.000 TL
14070,Bornova / Köyler,3+1,40.000 TL
14071,Karşıyaka / Denizbostanlısı,3+1,40.000 TL
14072,Buca,2+1,40.000 TL
14073,Karabağlar / Fahrettinaltay,2+1,40.000 TL
14074,Bayraklı,3+1,42.000 TL
14075,Narlıdere,3+1,40.000 TL
14076,Karşıyaka,3+1,42.000 TL
14077,Torbalı / Ayrancılar,3+1,42.000 TL
14078,Aliağa,4+1,40.000 TL
14079,Konak / Güzelyalı,2+1,43.000 TL
14080,Balçova,1+1,42.000 TL
14081,Konak / Alsancak,3+1,43.000 TL
14082,Karabağlar / Fahrettinaltay,3+1,40.000 TL
14083,Konak,3+1,43.500 TL
14084,Konak / Küçükyalı,2+1,40.000 TL
14085,Seferihisar,2+1,42.500 TL
14086,Gaziemir,2+1,40.000 TL
14087,Karşıyaka,2+1,42.000 TL
14088,Menderes,3+1,42.000 TL
14089,Karabağlar / Fahrettinaltay,4+1,40.000 TL
14090,Karabağlar / Hatay,3+1,42.000 TL
14091,Konak / Yenişehir,1+1,42.000 TL
14092,Buca,3+1,40.000 TL
14093,Gaziemir,3+1,40.000 TL
14094,Karşıyaka,3+1,40.000 TL
14095,Karabağlar / Fahrettinaltay,3+1,42.000 TL
14096,Bayraklı,3+1,44.000 TL
14097,Bayraklı,3+1,42.000 TL
14098,Çeşme,2+1,44.000 TL
14099,Karşıyaka,3+1,42.000 TL
14100,Çiğli / Ataşehir,3+1,40.000 TL
14101,Bornova / Kazımdirik,2+1,40.000 TL
14102,Güzelbahçe / Yelki,3+1,42.500 TL
